"id_factura","id_empleado","id_huesped","id_estadia","fecha","metodo_pago","total_a_pagar"
786,236,786,786,2026-12-30 16:21:15.000,BITCOIN,1934.60
787,237,787,787,2025-10-09 20:59:27.000,PAYPAL,2823.14
788,238,788,788,2026-12-03 19:41:24.000,EFECTIVO,831.57
789,239,789,789,2026-06-27 04:53:38.000,TARJETA,1760.59
790,240,790,790,2025-11-13 16:25:24.000,BITCOIN,2433.67
791,241,791,791,2026-10-01 12:43:42.000,BITCOIN,1413.27
792,242,792,792,2026-02-10 03:39:20.000,TARJETA,1557.08
793,243,793,793,2026-09-06 04:46:59.000,TRANSFERENCIA,542.80
794,244,794,794,2025-04-23 01:56:06.000,TRANSFERENCIA,2931.64
795,245,795,795,2026-01-24 12:58:56.000,EFECTIVO,553.10
796,246,796,796,2026-01-17 10:01:47.000,PAYPAL,1109.15
797,247,797,797,2025-11-19 12:26:54.000,TARJETA,125.11
798,248,798,798,2026-08-04 10:06:30.000,TRANSFERENCIA,391.13
799,249,799,799,2026-12-19 03:57:35.000,EFECTIVO,686.63
800,250,800,800,2025-04-10 22:10:30.000,TARJETA,2973.74
801,251,801,801,2025-06-03 07:52:48.000,BITCOIN,2300.41
802,252,802,802,2026-08-13 10:36:11.000,TRANSFERENCIA,232.34
803,253,803,803,2026-06-09 01:43:04.000,TRANSFERENCIA,1781.03
804,254,804,804,2025-08-30 17:24:03.000,TRANSFERENCIA,449.23
805,255,805,805,2025-10-19 23:02:38.000,PAYPAL,1018.90
806,256,806,806,2025-11-13 13:32:45.000,PAYPAL,1934.44
807,257,807,807,2025-04-17 17:13:49.000,TARJETA,2516.52
808,258,808,808,2025-11-29 01:12:25.000,BITCOIN,2846.39
809,259,809,809,2026-03-31 07:33:35.000,EFECTIVO,1866.90
810,260,810,810,2025-04-04 16:30:50.000,EFECTIVO,2114.85
811,261,811,811,2026-08-08 02:01:06.000,TARJETA,1542.73
812,262,812,812,2025-08-14 10:45:39.000,PAYPAL,1211.80
813,263,813,813,2026-02-13 06:56:00.000,EFECTIVO,896.97
814,264,814,814,2025-11-10 00:29:16.000,EFECTIVO,1553.54
815,265,815,815,2025-10-18 20:37:09.000,EFECTIVO,1243.98
816,266,816,816,2026-11-21 05:03:07.000,TRANSFERENCIA,444.31
817,267,817,817,2025-07-09 03:19:31.000,EFECTIVO,2589.72
818,268,818,818,2026-11-09 03:02:24.000,PAYPAL,804.00
819,269,819,819,2026-11-14 17:06:28.000,PAYPAL,653.67
820,270,820,820,2025-12-21 20:34:29.000,TRANSFERENCIA,1569.53
821,271,821,821,2026-12-25 04:24:59.000,TARJETA,2447.55
822,272,822,822,2025-09-18 00:14:24.000,TRANSFERENCIA,2523.03
823,273,823,823,2025-01-01 11:12:02.000,BITCOIN,1371.36
824,274,824,824,2025-11-26 03:32:10.000,TARJETA,1315.70
825,275,825,825,2025-09-01 06:36:13.000,BITCOIN,1369.38
826,276,826,826,2026-12-01 03:20:24.000,EFECTIVO,2878.37
827,277,827,827,2026-05-13 19:04:39.000,EFECTIVO,1335.56
828,278,828,828,2026-03-18 16:54:42.000,EFECTIVO,1243.19
829,279,829,829,2025-03-12 23:58:15.000,TARJETA,1696.84
830,280,830,830,2026-12-01 21:02:02.000,TARJETA,916.62
831,281,831,831,2026-11-02 21:39:09.000,BITCOIN,164.47
832,282,832,832,2026-09-23 22:54:05.000,TRANSFERENCIA,1647.68
833,283,833,833,2025-05-27 17:25:28.000,PAYPAL,366.16
834,284,834,834,2026-03-08 11:31:03.000,BITCOIN,365.78
835,285,835,835,2025-04-18 03:44:29.000,BITCOIN,1433.50
836,286,836,836,2026-04-26 05:11:32.000,TARJETA,1854.16
837,287,837,837,2025-10-22 11:22:51.000,EFECTIVO,606.33
838,288,838,838,2026-07-11 10:45:58.000,TARJETA,1550.39
839,289,839,839,2026-06-20 05:37:44.000,TRANSFERENCIA,435.38
840,290,840,840,2025-10-10 09:13:13.000,BITCOIN,626.86
841,291,841,841,2026-04-05 10:52:58.000,BITCOIN,1892.96
842,292,842,842,2026-07-22 22:38:50.000,TARJETA,1748.22
843,293,843,843,2025-01-14 06:11:29.000,BITCOIN,1180.62
844,294,844,844,2026-03-29 15:58:29.000,TRANSFERENCIA,1355.91
845,295,845,845,2025-12-06 14:06:04.000,PAYPAL,1129.56
846,296,846,846,2026-03-29 06:08:01.000,BITCOIN,853.69
847,297,847,847,2025-05-13 07:43:45.000,PAYPAL,2972.62
848,298,848,848,2025-11-09 21:02:43.000,EFECTIVO,488.04
849,299,849,849,2026-03-05 18:30:00.000,PAYPAL,1935.44
850,300,850,850,2025-08-02 00:58:34.000,TARJETA,886.45
851,301,851,851,2025-11-17 17:09:21.000,TRANSFERENCIA,2830.77
852,302,852,852,2026-09-17 14:17:12.000,BITCOIN,2354.14
853,303,853,853,2026-11-27 17:43:42.000,TARJETA,422.00
854,304,854,854,2025-08-09 17:23:17.000,TARJETA,2417.71
855,305,855,855,2026-08-05 18:17:58.000,BITCOIN,1740.95
856,306,856,856,2025-04-07 15:59:09.000,PAYPAL,1897.94
857,307,857,857,2025-09-25 10:20:36.000,TRANSFERENCIA,2358.93
858,308,858,858,2025-07-09 03:36:25.000,BITCOIN,2564.64
859,309,859,859,2025-05-09 17:00:24.000,EFECTIVO,2291.45
860,310,860,860,2025-05-14 03:52:02.000,TRANSFERENCIA,396.47
861,311,861,861,2025-05-17 13:52:53.000,EFECTIVO,643.16
862,312,862,862,2025-06-21 22:10:20.000,TARJETA,1926.38
863,313,863,863,2025-05-26 03:18:35.000,TRANSFERENCIA,2553.47
864,314,864,864,2025-12-09 08:32:46.000,EFECTIVO,2218.93
865,315,865,865,2026-03-28 03:43:34.000,BITCOIN,177.38
866,316,866,866,2025-02-12 15:29:15.000,EFECTIVO,2626.78
867,317,867,867,2026-08-25 11:12:48.000,BITCOIN,1440.27
868,318,868,868,2025-11-04 12:57:51.000,PAYPAL,173.73
869,319,869,869,2025-05-08 11:25:13.000,TARJETA,2228.49
870,320,870,870,2025-06-24 05:05:21.000,BITCOIN,2676.81
871,321,871,871,2025-06-25 14:28:23.000,TRANSFERENCIA,2802.17
872,322,872,872,2026-01-02 00:38:04.000,EFECTIVO,2564.81
873,323,873,873,2025-09-04 18:32:23.000,EFECTIVO,923.47
874,324,874,874,2026-08-20 01:57:11.000,TRANSFERENCIA,745.39
875,325,875,875,2025-10-26 14:12:20.000,TRANSFERENCIA,738.61
876,326,876,876,2025-11-12 15:48:10.000,EFECTIVO,2644.65
877,327,877,877,2026-08-30 11:37:22.000,BITCOIN,1070.59
878,328,878,878,2026-11-12 11:08:49.000,TARJETA,2126.63
879,329,879,879,2025-12-20 22:01:21.000,BITCOIN,282.03
880,330,880,880,2026-11-27 01:41:41.000,PAYPAL,757.53
881,331,881,881,2025-04-06 10:54:17.000,BITCOIN,911.63
882,332,882,882,2025-11-15 07:55:05.000,TRANSFERENCIA,909.47
883,333,883,883,2025-07-02 09:53:38.000,TARJETA,2451.34
884,334,884,884,2026-07-08 16:29:44.000,BITCOIN,2884.76
885,335,885,885,2026-10-10 07:51:03.000,EFECTIVO,2994.88
886,336,886,886,2026-10-25 13:51:31.000,EFECTIVO,259.45
887,337,887,887,2026-11-15 23:08:12.000,PAYPAL,768.99
888,338,888,888,2025-03-28 21:34:40.000,EFECTIVO,2215.67
889,339,889,889,2025-10-08 07:58:42.000,PAYPAL,1820.01
890,340,890,890,2025-07-09 17:49:37.000,PAYPAL,952.35
891,341,891,891,2025-12-02 08:18:26.000,TRANSFERENCIA,1191.82
892,342,892,892,2026-03-07 07:14:59.000,TARJETA,521.10
893,343,893,893,2025-02-14 18:51:58.000,TARJETA,1445.26
894,344,894,894,2025-06-14 16:03:37.000,TRANSFERENCIA,938.49
895,345,895,895,2025-03-28 10:15:53.000,PAYPAL,1343.95
896,346,896,896,2025-03-07 01:11:56.000,TARJETA,1849.26
897,347,897,897,2026-02-02 01:43:38.000,PAYPAL,2219.50
898,348,898,898,2026-06-13 10:00:09.000,BITCOIN,1964.65
899,349,899,899,2026-03-30 20:03:18.000,TARJETA,2946.01
900,350,900,900,2026-02-10 09:35:33.000,TRANSFERENCIA,2844.99
901,351,901,901,2026-01-14 13:40:55.000,TRANSFERENCIA,1780.99
902,352,902,902,2026-03-12 15:33:20.000,EFECTIVO,2942.50
903,353,903,903,2026-09-03 07:06:09.000,TARJETA,2724.08
904,354,904,904,2025-07-02 12:53:47.000,PAYPAL,2154.46
905,355,905,905,2026-07-30 20:37:56.000,PAYPAL,357.68
906,356,906,906,2026-07-26 01:31:48.000,TRANSFERENCIA,768.20
907,357,907,907,2025-07-10 16:18:13.000,TARJETA,2247.93
908,358,908,908,2026-12-06 16:01:19.000,TARJETA,1110.56
909,359,909,909,2026-10-18 03:03:22.000,BITCOIN,2847.09
910,360,910,910,2025-10-25 00:31:36.000,PAYPAL,2967.41
911,361,911,911,2026-04-06 09:04:51.000,TARJETA,2944.09
912,362,912,912,2025-05-02 17:49:29.000,BITCOIN,211.99
913,363,913,913,2026-12-28 05:29:02.000,TARJETA,1547.93
914,364,914,914,2026-07-25 07:08:30.000,PAYPAL,1803.13
915,365,915,915,2025-09-25 17:35:26.000,PAYPAL,2555.62
916,366,916,916,2026-03-12 19:37:54.000,EFECTIVO,1844.72
917,367,917,917,2025-01-08 16:24:31.000,TRANSFERENCIA,2502.70
918,368,918,918,2025-07-07 13:27:14.000,TRANSFERENCIA,1133.87
919,369,919,919,2026-11-26 03:23:28.000,EFECTIVO,577.96
920,370,920,920,2026-04-04 10:10:16.000,BITCOIN,2430.84
921,371,921,921,2025-04-28 13:01:50.000,TRANSFERENCIA,105.20
922,372,922,922,2026-09-22 07:02:40.000,EFECTIVO,1483.04
923,373,923,923,2026-12-16 20:51:00.000,EFECTIVO,855.62
924,374,924,924,2026-04-19 03:14:29.000,BITCOIN,1269.97
925,375,925,925,2025-09-22 06:45:36.000,EFECTIVO,1708.63
926,376,926,926,2026-09-05 07:04:28.000,PAYPAL,187.74
927,377,927,927,2025-03-09 00:12:21.000,TARJETA,2974.32
928,378,928,928,2025-03-14 16:41:55.000,TARJETA,1211.04
929,379,929,929,2025-12-01 12:54:17.000,BITCOIN,1074.16
930,380,930,930,2026-06-05 04:34:48.000,EFECTIVO,1211.31
931,381,931,931,2026-10-11 01:57:15.000,EFECTIVO,905.62
932,382,932,932,2025-12-19 20:00:55.000,TRANSFERENCIA,1580.66
933,383,933,933,2025-09-29 14:15:58.000,EFECTIVO,117.90
934,384,934,934,2025-06-02 13:53:49.000,BITCOIN,930.08
935,385,935,935,2026-03-21 21:55:28.000,TARJETA,1667.17
936,386,936,936,2026-09-24 21:24:43.000,TRANSFERENCIA,2478.04
937,387,937,937,2025-06-11 07:25:30.000,TRANSFERENCIA,1114.56
938,388,938,938,2025-11-01 18:24:41.000,TRANSFERENCIA,1947.87
939,389,939,939,2025-06-01 02:59:44.000,BITCOIN,1330.02
940,390,940,940,2026-06-28 20:00:16.000,EFECTIVO,534.51
941,391,941,941,2025-08-05 07:43:10.000,EFECTIVO,2814.02
942,392,942,942,2026-07-18 09:28:17.000,EFECTIVO,680.14
943,393,943,943,2026-07-03 01:14:37.000,PAYPAL,69.37
944,394,944,944,2026-10-12 13:40:18.000,TARJETA,1760.99
945,395,945,945,2025-05-02 02:22:10.000,EFECTIVO,1990.64
946,396,946,946,2025-08-20 09:35:19.000,TRANSFERENCIA,715.88
947,397,947,947,2025-06-15 02:34:53.000,EFECTIVO,780.55
948,398,948,948,2026-10-17 04:23:14.000,EFECTIVO,165.72
949,399,949,949,2026-11-26 02:16:34.000,TRANSFERENCIA,1800.82
950,400,950,950,2025-11-08 05:19:02.000,TARJETA,2749.27
951,401,951,951,2025-07-10 08:06:53.000,TARJETA,2496.40
952,402,952,952,2025-09-09 15:55:08.000,TARJETA,896.92
953,403,953,953,2025-03-10 15:02:58.000,EFECTIVO,2443.25
954,404,954,954,2026-07-20 04:23:39.000,TARJETA,1481.13
955,405,955,955,2025-03-04 23:13:34.000,TARJETA,1125.01
956,406,956,956,2026-08-31 21:29:27.000,PAYPAL,511.06
957,407,957,957,2026-10-04 18:13:05.000,TRANSFERENCIA,560.47
958,408,958,958,2026-04-26 21:35:32.000,EFECTIVO,362.00
959,409,959,959,2025-03-22 19:22:44.000,EFECTIVO,1747.06
960,410,960,960,2025-06-10 07:23:24.000,PAYPAL,621.32
961,411,961,961,2026-07-11 21:33:39.000,BITCOIN,2844.07
962,412,962,962,2026-09-04 11:21:57.000,BITCOIN,502.43
963,413,963,963,2026-02-01 23:40:33.000,TRANSFERENCIA,998.43
964,414,964,964,2025-08-11 18:41:52.000,TARJETA,1136.21
965,415,965,965,2026-05-15 14:14:44.000,BITCOIN,1432.03
966,416,966,966,2026-09-08 08:46:42.000,TARJETA,682.79
967,417,967,967,2025-01-15 09:37:24.000,TRANSFERENCIA,510.34
968,418,968,968,2025-07-01 05:00:21.000,EFECTIVO,2538.74
969,419,969,969,2025-11-07 15:15:20.000,TRANSFERENCIA,169.21
970,420,970,970,2025-12-13 03:31:33.000,PAYPAL,2052.51
971,421,971,971,2026-12-22 16:02:11.000,EFECTIVO,1141.11
972,422,972,972,2026-09-07 04:37:53.000,TRANSFERENCIA,468.53
973,423,973,973,2025-09-17 16:21:07.000,TRANSFERENCIA,368.87
974,424,974,974,2025-11-27 03:52:03.000,EFECTIVO,2194.42
975,425,975,975,2025-07-04 00:41:13.000,TRANSFERENCIA,524.42
976,426,976,976,2025-11-30 08:37:47.000,TRANSFERENCIA,2580.25
977,427,977,977,2026-10-10 17:59:09.000,EFECTIVO,1946.61
978,428,978,978,2026-07-07 05:39:30.000,TRANSFERENCIA,969.94
979,429,979,979,2026-02-05 14:26:04.000,PAYPAL,509.17
980,430,980,980,2026-12-19 17:11:35.000,PAYPAL,1171.19
981,431,981,981,2026-04-08 01:32:50.000,BITCOIN,1237.84
982,432,982,982,2026-06-15 15:28:05.000,BITCOIN,1722.39
983,433,983,983,2026-06-29 00:58:41.000,PAYPAL,1469.95
984,434,984,984,2025-01-07 17:58:53.000,PAYPAL,175.23
985,435,985,985,2026-03-02 13:07:49.000,TARJETA,1120.57
986,436,986,986,2026-07-17 13:08:08.000,TARJETA,1007.78
987,437,987,987,2026-03-25 23:15:50.000,TRANSFERENCIA,1973.14
988,438,988,988,2026-07-17 05:28:49.000,TARJETA,236.56
989,439,989,989,2026-01-07 17:32:38.000,BITCOIN,2510.83
990,440,990,990,2025-12-22 10:16:37.000,TARJETA,1652.51
991,441,991,991,2025-04-20 17:27:44.000,TARJETA,1933.71
992,442,992,992,2025-07-23 23:50:14.000,BITCOIN,2305.44
993,443,993,993,2026-08-09 22:41:11.000,BITCOIN,2093.43
994,444,994,994,2025-09-08 15:23:21.000,EFECTIVO,1319.56
995,445,995,995,2025-11-10 19:27:31.000,TRANSFERENCIA,1139.24
996,446,996,996,2026-09-14 08:06:29.000,TRANSFERENCIA,2427.61
997,447,997,997,2025-02-09 04:33:10.000,TRANSFERENCIA,983.46
998,448,998,998,2026-11-27 04:53:11.000,EFECTIVO,1285.09
999,449,999,999,2026-01-13 03:52:15.000,TRANSFERENCIA,84.73
1000,450,1000,1000,2025-11-05 23:31:42.000,EFECTIVO,2638.31
