"id_detalle_factura","id_factura","id_servicio","id_habitacion","id_descuento","id_aumento_costo","concepto","precio_unitario","cantidad","subtotal","monto_descuento","monto_aumento","precio_total"
631,103,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
632,103,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
633,103,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
634,125,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
635,125,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
636,125,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
637,125,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
638,125,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
639,125,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
640,61,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
641,61,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
642,61,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
643,61,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
644,61,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
645,61,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
646,107,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
647,107,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
648,107,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
649,107,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
650,107,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
651,107,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
652,109,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
653,109,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
654,109,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
655,109,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
656,109,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
657,109,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
658,137,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
659,137,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
660,137,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
661,137,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
662,137,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
663,137,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
664,126,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
665,126,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
666,126,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
667,126,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
668,126,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
669,126,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
670,127,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
671,127,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
672,127,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
673,127,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
674,127,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
675,127,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
676,128,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
677,128,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
678,128,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
679,128,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
680,128,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
681,128,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
682,129,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
683,129,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
684,129,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
685,129,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
686,129,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
687,129,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
688,130,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
689,130,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
690,130,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
691,130,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
692,130,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
693,130,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
694,131,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
695,131,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
696,131,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
697,131,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
698,131,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
699,131,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
700,132,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
701,132,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
702,132,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
703,132,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
704,132,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
705,132,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
706,133,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
707,133,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
708,133,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
709,133,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
710,133,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
711,133,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
712,134,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
713,134,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
714,134,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
715,134,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
716,134,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
717,134,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
718,135,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
719,135,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
720,135,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
721,135,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
722,135,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
723,135,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
724,136,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
725,136,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
726,136,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
727,136,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
728,136,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
729,136,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
730,139,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
731,139,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
732,139,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
733,139,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
734,139,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
735,139,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
736,137,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
737,137,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
738,137,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
739,137,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
740,137,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
741,137,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
742,138,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
743,138,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
744,138,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
745,138,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
746,138,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
747,138,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
748,139,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
749,139,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
750,139,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
751,139,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
752,139,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
753,139,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
754,140,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
755,140,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
756,140,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
757,140,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
758,140,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
759,140,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
760,148,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
761,148,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
762,148,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
763,148,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
764,148,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
765,148,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
766,141,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
767,141,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
768,141,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
769,141,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
770,141,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
771,141,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
772,131,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
773,131,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
774,131,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
775,131,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
776,131,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
777,131,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
778,119,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
779,119,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
780,119,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
781,119,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
782,119,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
783,119,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
784,118,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
785,118,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
786,118,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
787,118,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
788,118,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
789,118,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
790,142,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
791,142,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
792,142,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
793,142,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
794,142,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
795,142,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
796,143,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
797,143,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
798,143,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
799,143,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
800,143,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
801,143,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
802,65,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
803,65,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
804,65,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
805,65,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
806,65,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
807,65,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
808,146,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
809,146,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
810,146,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
811,146,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
812,146,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
813,146,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
814,103,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
815,103,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
816,103,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
817,103,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
818,103,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
819,103,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
820,144,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
821,144,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
822,144,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
823,144,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
824,144,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
825,144,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
826,107,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
827,107,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
828,107,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
829,107,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
830,107,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
831,107,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
832,145,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
833,145,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
834,145,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
835,145,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
836,145,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
837,145,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
838,146,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
839,146,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
840,146,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
841,146,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
842,146,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
843,146,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
844,139,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
845,139,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
846,139,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
847,139,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
848,139,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
849,139,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
850,132,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
851,132,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
852,132,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
853,132,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
854,132,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
855,132,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
856,147,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
857,147,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
858,147,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
859,147,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
860,147,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
861,147,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
862,127,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
863,127,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
864,127,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
865,127,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
866,127,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
867,127,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
868,148,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
869,148,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
870,148,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
871,148,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
872,148,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
873,148,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
874,149,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
875,149,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
876,149,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
877,149,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
878,149,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
879,149,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
880,150,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
881,150,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
882,150,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
883,150,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
884,150,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
885,150,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
886,151,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
887,151,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
888,151,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
889,151,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
890,151,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
891,151,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
892,152,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
893,152,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
894,152,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
895,152,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
896,152,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
897,152,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
898,144,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
899,144,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
900,144,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
901,144,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
902,144,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
903,144,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
904,153,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
905,153,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
906,153,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
907,153,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
908,153,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
909,153,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
910,146,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
911,146,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
912,146,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
913,146,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
914,146,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
915,146,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
916,119,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
917,119,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
918,119,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
919,119,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
920,119,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
921,119,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
922,140,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
923,140,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
924,140,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
925,140,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
926,140,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
927,140,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
928,154,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
929,154,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
930,154,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
931,154,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
932,154,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
933,154,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
934,155,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
935,155,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
936,155,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
937,155,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
938,155,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
939,155,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
940,156,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
941,156,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
942,156,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
943,156,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
944,156,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
945,156,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
946,157,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
947,157,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
948,157,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
949,157,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
950,157,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
951,157,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
952,100,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
